Genome	Original_name	Study_set	Genome_type	Length	N_contigs	N50	GC_content	Completeness	Contamination	rRNA_5S	rRNA_16S	rRNA_23S	tRNAs	Genome_accession	Species_rep	MGnify_accession	Lineage	Sample_accession	Study_accession	Country	Continent
GUT_GENOME000290	14207_7_75	HBC	Isolate	3141274	70	369043	27	99.3	0.23	89.92	99.74	94.97	20	NA	GUT_GENOME000290	MGYG-HGUT-00075	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__GCA-900066935;s__GCA-900066935 sp900066925	ERS852564	ERP012217	United Kingdom	Europe
GUT_GENOME000295	14207_7_83	HBC	Isolate	4319661	115	95271	42.41	98.55	0.41	0	99.61	99.83	20	NA	GUT_GENOME000295	MGYG-HGUT-00076	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia intestinalis	ERS852572	ERP012217	United Kingdom	Europe
GUT_GENOME000299	14207_7_87	HBC	Isolate	3185075	61	102284	37.92	100	1.34	82.35	99.74	78.26	19	NA	GUT_GENOME000299	MGYG-HGUT-00077	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_E;s__Eubacterium_E hallii_A	ERS852576	ERP012217	United Kingdom	Europe
GUT_GENOME000308	14207_7_9	HBC	Isolate	3032804	30	267346	36.51	98.66	0	0	99.67	99.79	20	NA	GUT_GENOME000308	MGYG-HGUT-00078	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira rogosae	ERS852499	ERP012217	United Kingdom	Europe
GUT_GENOME000319	14672_4_4	HBC	Isolate	2827024	127	51447	47.85	99.34	0	94.96	99.67	99.73	20	NA	GUT_GENOME000319	MGYG-HGUT-00079	d__Bacteria;p__Firmicutes;c__Bacilli;o__Exiguobacterales;f__Exiguobacteraceae;g__Exiguobacterium;s__	ERS2046334	ERP105624	United Kingdom	Europe
GUT_GENOME000327	15841_8_85	HBC	Isolate	3256348	17	407412	44.35	99.33	4.03	82.35	99.61	99.69	20	NA	GUT_GENOME000327	MGYG-HGUT-00080	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes caccae	ERS2046349	ERP105624	United Kingdom	Europe
GUT_GENOME000330	15841_8_88	HBC	Isolate	2503142	24	215275	56.53	99.67	0	91.6	99.74	99.28	20	NA	GUT_GENOME000330	MGYG-HGUT-00081	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium propinquum	ERS2046352	ERP105624	United Kingdom	Europe
GUT_GENOME000337	17138_5_74	HBC	Isolate	3380334	129	80158	42.69	99.93	0.13	94.96	99.67	99.83	20	NA	GUT_GENOME000337	MGYG-HGUT-00082	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter fasciculus	ERS2046353	ERP105624	United Kingdom	Europe
GUT_GENOME000338	17138_5_75	HBC	Isolate	5860781	44	632233	39.6	98.63	3.81	95.8	99.67	99.83	20	NA	GUT_GENOME000338	MGYG-HGUT-00083	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae_A;g__Bacillus_X;s__Bacillus_X simplex	ERS2046359	ERP105624	United Kingdom	Europe
GUT_GENOME000367	18048_1_70	HBC	Isolate	3006819	45	98968	58.23	97.28	0	94.96	99.74	99.83	19	NA	GUT_GENOME000367	MGYG-HGUT-00084	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger formicilis	ERS846613	ERP105624	United Kingdom	Europe
GUT_GENOME000396	18048_2_57	HBC	Isolate	2097704	50	106919	59.94	100	0.81	94.12	99.61	99.45	20	NA	GUT_GENOME000396	MGYG-HGUT-00085	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens_F	ERS846600	ERP105624	United Kingdom	Europe
GUT_GENOME000420	18048_2_82	HBC	Isolate	3341484	155	59396	59.05	98.66	0.67	0	99.74	99.86	20	NA	GUT_GENOME000420	MGYG-HGUT-00086	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__	ERS846626	ERP105624	United Kingdom	Europe
GUT_GENOME000423	18048_2_85	HBC	Isolate	3393482	124	70303	51.89	98.73	0	81.51	97.72	99.76	20	NA	GUT_GENOME000423	MGYG-HGUT-00087	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-81;s__CAG-81 sp000435795	ERS846629	ERP105624	United Kingdom	Europe
GUT_GENOME000432	18391_1_11	HBC	Isolate	1948150	51	87280	37.53	100	0	94.12	99.67	91.08	20	NA	GUT_GENOME000432	MGYG-HGUT-00088	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus lutetiensis	ERS2046340	ERP105624	United Kingdom	Europe
GUT_GENOME000448	20287_6_22	HBC	Isolate	3053143	30	473251	46.51	97.99	0	89.92	81.21	99.86	19	NA	GUT_GENOME000448	MGYG-HGUT-00089	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-353;s__CAG-353 sp900066885	ERS2064585	ERP105624	United Kingdom	Europe
GUT_GENOME000459	20287_6_37	HBC	Isolate	3327036	112	88452	57.88	99.33	0	0	99.74	99.86	20	NA	GUT_GENOME000459	MGYG-HGUT-00090	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__	ERS2064596	ERP105624	United Kingdom	Europe
GUT_GENOME000469	20287_6_4	HBC	Isolate	6684560	23	710211	67.55	99.53	0.47	0	99.61	99.79	20	NA	GUT_GENOME000469	MGYG-HGUT-00091	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Achromobacter;s__Achromobacter xylosoxidans	ERS2046475	ERP105624	United Kingdom	Europe
GUT_GENOME000479	20287_6_63	HBC	Isolate	3774687	64	227774	48.29	99.37	0	0	99.67	99.73	20	NA	GUT_GENOME000479	MGYG-HGUT-00092	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA7160;s__	ERS2064605	ERP105624	United Kingdom	Europe
GUT_GENOME000483	20287_6_6	HBC	Isolate	6213059	69	570748	55.62	100	0.76	95.8	99.67	99.79	20	NA	GUT_GENOME000483	MGYG-HGUT-00093	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella_A;s__Klebsiella_A grimontii	ERS2046477	ERP105624	United Kingdom	Europe
GUT_GENOME000484	20287_6_70	HBC	Isolate	2278620	41	178745	60.06	100	0.81	94.12	99.61	99.45	20	NA	GUT_GENOME000484	MGYG-HGUT-00094	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	ERS2064607	ERP105624	United Kingdom	Europe
GUT_GENOME000496	20287_6_88	HBC	Isolate	5524714	39	282075	48.25	99.37	2.37	0	99.61	99.83	20	NA	GUT_GENOME000496	MGYG-HGUT-00095	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__GCA-900066755;s__	ERS2046386	ERP105624	United Kingdom	Europe
GUT_GENOME000508	20298_2_19	HBC	Isolate	2297251	34	553807	38.74	99.82	0	91.6	99.67	99.83	20	NA	GUT_GENOME000508	MGYG-HGUT-00096	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__	ERS2046496	ERP105624	Canada	North America
GUT_GENOME000509	20298_2_1	HBC	Isolate	1850084	21	206811	41.09	99.3	0	94.12	99.74	99.83	20	NA	GUT_GENOME000509	MGYG-HGUT-00097	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_B;s__Lactobacillus_B animalis	ERS2046480	ERP105624	Canada	North America
GUT_GENOME000513	20298_2_23	HBC	Isolate	4869974	112	125378	39.37	99.26	0	94.12	99.67	99.52	20	NA	GUT_GENOME000513	MGYG-HGUT-00098	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides bouchesdurhonensis	ERS2046500	ERP105624	Canada	North America
GUT_GENOME000518	20298_2_28	HBC	Isolate	4030525	26	451158	60	99.33	0.13	93.28	99.74	99.86	20	NA	GUT_GENOME000518	MGYG-HGUT-00099	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor;s__Flavonifractor plautii	ERS2046505	ERP105624	Canada	North America
GUT_GENOME000522	20298_2_31	HBC	Isolate	2685565	16	396791	35.27	99.28	1.9	94.96	99.74	99.79	20	NA	GUT_GENOME000522	MGYG-HGUT-00100	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Selenomonadales;f__Massilibacillaceae;g__;s__	ERS2046508	ERP105624	Canada	North America
GUT_GENOME000530	20298_2_3	HBC	Isolate	2544023	45	266474	72.95	98.7	0.92	95.8	99.74	99.62	20	NA	GUT_GENOME000530	MGYG-HGUT-00101	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Micrococcus;s__Micrococcus luteus	ERS2046482	ERP105624	Canada	North America
GUT_GENOME000534	20298_2_47	HBC	Isolate	3839183	34	717161	28.37	100	0	89.08	99.74	99.83	20	NA	GUT_GENOME000534	MGYG-HGUT-00102	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Terrisporobacter;s__	ERS2046519	ERP105624	Canada	North America
GUT_GENOME000537	20298_2_4	HBC	Isolate	4468014	49	374461	54.98	100	2.13	94.96	99.74	99.73	20	NA	GUT_GENOME000537	MGYG-HGUT-00103	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__;s__	ERS2046483	ERP105624	Canada	North America
GUT_GENOME000545	20298_2_5	HBC	Isolate	3680032	69	138367	27.9	98.39	1.7	94.96	99.67	99.83	20	NA	GUT_GENOME000545	MGYG-HGUT-00104	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__	ERS2046484	ERP105624	Canada	North America
GUT_GENOME000554	20298_2_7	HBC	Isolate	3966348	23	655342	45.47	99.26	0	94.96	99.67	99.59	20	NA	GUT_GENOME000554	MGYG-HGUT-00105	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides clarus	ERS2046486	ERP105624	Canada	North America
GUT_GENOME000558	20298_3_12	HBC	Isolate	3151636	18	476252	40.69	99.25	0	94.96	99.67	99.79	20	NA	GUT_GENOME000558	MGYG-HGUT-00106	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_D;s__Enterococcus_D gallinarum	ERS2046547	ERP105624	Canada	North America
GUT_GENOME000559	20298_3_13	HBC	Isolate	5860171	37	423709	55.23	100	0.11	95.8	99.67	57.26	20	NA	GUT_GENOME000559	MGYG-HGUT-00107	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella_A;s__Klebsiella_A oxytoca	ERS2046548	ERP105624	Canada	North America
GUT_GENOME000563	20298_3_17	HBC	Isolate	4740203	25	899265	51.77	99.97	0.17	95.8	94.06	99.86	20	NA	GUT_GENOME000563	MGYG-HGUT-00108	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter freundii	ERS2046552	ERP105624	Canada	North America
GUT_GENOME000564	20298_3_18	HBC	Isolate	2017357	9	1384513	42.09	100	0	94.12	99.74	99.76	20	NA	GUT_GENOME000564	MGYG-HGUT-00109	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	ERS2046553	ERP105624	Canada	North America
GUT_GENOME000565	20298_3_19	HBC	Isolate	4775787	27	475578	52.88	98.41	0.33	95.8	99.67	67.9	20	NA	GUT_GENOME000565	MGYG-HGUT-00110	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Kluyvera;s__	ERS2046554	ERP105624	Canada	North America
GUT_GENOME000566	20298_3_1	HBC	Isolate	2484211	9	703489	60.05	100	0	94.96	99.67	99.59	20	NA	GUT_GENOME000566	MGYG-HGUT-00111	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	ERS2046536	ERP105624	Canada	North America
GUT_GENOME000568	20298_3_21	HBC	Isolate	3113078	10	788022	68.4	100	0.47	82.35	99.67	99.15	20	NA	GUT_GENOME000568	MGYG-HGUT-00112	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces sp900323545	ERS2046556	ERP105624	Canada	North America
GUT_GENOME000571	20298_3_24	HBC	Isolate	2252198	28	144962	39.74	99.84	0.25	93.28	99.74	99.76	20	NA	GUT_GENOME000571	MGYG-HGUT-00113	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus salivarius	ERS2046559	ERP105624	Canada	North America
GUT_GENOME000572	20298_3_25	HBC	Isolate	2012885	8	1529962	42.18	99.66	0.17	94.12	99.74	99.76	20	NA	GUT_GENOME000572	MGYG-HGUT-00114	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	ERS2046560	ERP105624	Canada	North America
GUT_GENOME000573	20298_3_26	HBC	Isolate	3522462	23	779711	29.91	98.46	1.42	0	99.74	99.83	20	NA	GUT_GENOME000573	MGYG-HGUT-00115	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_J;s__	ERS2046561	ERP105624	Canada	North America
GUT_GENOME000575	20298_3_28	HBC	Isolate	3094482	26	1574594	47	100	0.33	95.8	99.74	78.26	20	NA	GUT_GENOME000575	MGYG-HGUT-00116	d__Bacteria;p__Firmicutes;c__Bacilli;o__Exiguobacterales;f__Exiguobacteraceae;g__Exiguobacterium_A;s__	ERS2046563	ERP105624	Canada	North America
GUT_GENOME000578	20298_3_30	HBC	Isolate	3354926	27	347166	40.25	99.62	0.13	0	99.67	99.52	20	NA	GUT_GENOME000578	MGYG-HGUT-00117	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella sp003150885	ERS2046566	ERP105624	Canada	North America
GUT_GENOME000582	20298_3_34	HBC	Isolate	3130821	22	518141	49.05	98.52	0	93.28	99.61	99.83	20	NA	GUT_GENOME000582	MGYG-HGUT-00118	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	ERS2046570	ERP105624	Canada	North America
GUT_GENOME000583	20298_3_35	HBC	Isolate	3511023	54	138591	40.97	99.36	0	0	99.67	99.79	20	NA	GUT_GENOME000583	MGYG-HGUT-00119	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia sp000432195	ERS2046571	ERP105624	Canada	North America
GUT_GENOME000584	20298_3_36	HBC	Isolate	2173806	29	497334	34.09	99.3	0	94.12	99.74	99.86	20	NA	GUT_GENOME000584	MGYG-HGUT-00120	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Peptoniphilus_A;s__Peptoniphilus_A harei_A	ERS2046572	ERP105624	Canada	North America
GUT_GENOME000586	20298_3_39	HBC	Isolate	4358266	42	238375	47.47	99.3	0	94.12	99.74	99.79	20	NA	GUT_GENOME000586	MGYG-HGUT-00121	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;g__Eubacterium;s__Eubacterium callanderi	ERS2046574	ERP105624	Canada	North America
GUT_GENOME000587	20298_3_3	HBC	Isolate	2561032	36	169488	31.93	99.67	0	94.96	99.74	81.37	20	NA	GUT_GENOME000587	MGYG-HGUT-00122	d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus epidermidis	ERS2046538	ERP105624	Canada	North America
GUT_GENOME000594	20298_3_48	HBC	Isolate	5804101	67	338705	46.86	99.36	0	0	99.67	85.98	20	NA	GUT_GENOME000594	MGYG-HGUT-00123	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia sp001304935	ERS2046581	ERP105624	Canada	North America
GUT_GENOME000595	20298_3_4	HBC	Isolate	5038390	27	548493	51.76	99.55	0.33	95.8	69.34	73.68	20	NA	GUT_GENOME000595	MGYG-HGUT-00124	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter pasteurii	ERS2046539	ERP105624	Canada	North America
GUT_GENOME000598	20298_3_52	HBC	Isolate	3257539	70	148603	30.74	99.49	0.82	0	99.74	99.83	20	NA	GUT_GENOME000598	MGYG-HGUT-00125	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_B;s__Clostridium_B tyrobutyricum	ERS2046584	ERP105624	Canada	North America
GUT_GENOME000603	20298_3_58	HBC	Isolate	4490215	60	204806	47.21	98.58	1.42	94.96	99.67	99.79	20	NA	GUT_GENOME000603	MGYG-HGUT-00126	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__;s__	ERS2046658	ERP105624	Canada	North America
GUT_GENOME000604	20298_3_59	HBC	Isolate	6637796	36	554730	47.45	99.33	0.67	0	99.61	99.86	20	NA	GUT_GENOME000604	MGYG-HGUT-00127	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA7096;s__	ERS2046724	ERP105624	Canada	North America
GUT_GENOME000608	20298_3_63	HBC	Isolate	2906530	18	678166	58.46	99.52	0.64	94.96	99.67	99.66	20	NA	GUT_GENOME000608	MGYG-HGUT-00128	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	ERS2046788	ERP105624	Canada	North America
GUT_GENOME000609	20298_3_64	HBC	Isolate	2720692	31	270593	50.3	97.32	0	92.44	99.67	99.86	20	NA	GUT_GENOME000609	MGYG-HGUT-00129	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Marseille-P4683;s__Marseille-P4683 sp900232885	ERS2046789	ERP105624	Canada	North America
GUT_GENOME000611	20298_3_66	HBC	Isolate	1968208	49	117535	48.91	98.95	0	94.96	99.74	99.86	20	NA	GUT_GENOME000611	MGYG-HGUT-00130	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Peptoniphilus_C;s__	ERS2046791	ERP105624	Canada	North America
GUT_GENOME000612	20298_3_69	HBC	Isolate	3306309	41	337918	55.4	97.99	1.34	94.96	99.67	99.83	20	NA	GUT_GENOME000612	MGYG-HGUT-00131	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__Anaerotruncus rubiinfantis	ERS2046792	ERP105624	Canada	North America
GUT_GENOME000614	20298_3_70	HBC	Isolate	2898039	21	329712	35.73	100	0.94	0	99.67	99.69	20	NA	GUT_GENOME000614	MGYG-HGUT-00132	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Beduini;s__	ERS2064811	ERP105624	Canada	North America
GUT_GENOME000623	20298_3_81	HBC	Isolate	3329731	41	220656	43.42	99.37	0	0	99.67	99.28	20	NA	GUT_GENOME000623	MGYG-HGUT-00133	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp000433815	ERS2046800	ERP105624	Canada	North America
GUT_GENOME000624	20298_3_8	HBC	Isolate	3163607	53	162137	30.15	100	0.94	0	99.67	95.21	20	NA	GUT_GENOME000624	MGYG-HGUT-00134	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__KLE1796;s__KLE1796 sp001580115	ERS2046543	ERP105624	Canada	North America
GUT_GENOME000625	20298_3_9	HBC	Isolate	5745412	33	499504	45.45	99.37	0.32	0	99.74	99.79	20	NA	GUT_GENOME000625	MGYG-HGUT-00135	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Murimonas;s__Murimonas intestini	ERS2046544	ERP105624	Canada	North America
GUT_GENOME000629	20427_4_25	HBC	Isolate	3866835	173	98973	41.16	99.21	1.36	0	99.61	99.52	20	NA	GUT_GENOME000629	MGYG-HGUT-00136	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter sp000434275	ERS2046804	ERP105624	Canada	North America
GUT_GENOME000634	21673_4_12	HBC	Isolate	4142358	76	188656	47.03	99.37	0	0	99.67	96.85	20	NA	GUT_GENOME000634	MGYG-HGUT-00137	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA7160;s__	ERS2046399	ERP105624	United Kingdom	Europe
GUT_GENOME000655	21673_4_33	HBC	Isolate	4918148	44	269580	45.09	99.42	0	0	99.67	92.27	20	NA	GUT_GENOME000655	MGYG-HGUT-00138	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides johnsonii	ERS2046418	ERP105624	United Kingdom	Europe
GUT_GENOME000658	21673_4_36	HBC	Isolate	2758257	15	673889	33.09	100	0.67	84.03	99.67	99.83	20	NA	GUT_GENOME000658	MGYG-HGUT-00139	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_G;s__Eubacterium_G sp000434315	ERS2046421	ERP105624	United Kingdom	Europe
GUT_GENOME000659	21673_4_37	HBC	Isolate	3540610	47	186728	43.68	100	0	82.35	99.67	99.83	20	NA	GUT_GENOME000659	MGYG-HGUT-00140	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-56;s__CAG-56 sp900066615	ERS2046422	ERP105624	United Kingdom	Europe
GUT_GENOME000662	21673_4_3	HBC	Isolate	3466618	33	914779	44.93	99.37	0	82.35	99.74	99.83	20	NA	GUT_GENOME000662	MGYG-HGUT-00141	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	ERS2046390	ERP105624	United Kingdom	Europe
GUT_GENOME000676	21673_4_53	HBC	Isolate	3538801	28	266711	44.02	99.37	0.32	0	99.67	99.66	20	NA	GUT_GENOME000676	MGYG-HGUT-00142	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A massiliensis	ERS2046437	ERP105624	United Kingdom	Europe
GUT_GENOME000677	21673_4_55	HBC	Isolate	2958762	52	117936	34.12	99.4	0	72.27	99.74	99.83	20	NA	GUT_GENOME000677	MGYG-HGUT-00143	d__Bacteria;p__Firmicutes;c__Bacilli;o__Haloplasmatales;f__Turicibacteraceae;g__Turicibacter;s__Turicibacter sanguinis	ERS2046438	ERP105624	United Kingdom	Europe
GUT_GENOME000682	21673_4_5	HBC	Isolate	3315060	10	541249	43.61	99.62	0	0	99.67	90.53	20	NA	GUT_GENOME000682	MGYG-HGUT-00144	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella intestinihominis	ERS2046392	ERP105624	United Kingdom	Europe
GUT_GENOME000700	21673_4_80	HBC	Isolate	4646716	22	484267	42.89	99.37	0	0	99.67	99.79	20	NA	GUT_GENOME000700	MGYG-HGUT-00145	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hungatella;s__	ERS2046458	ERP105624	United Kingdom	Europe
GUT_GENOME000706	21673_4_87	HBC	Isolate	3357836	33	363061	41.17	99.42	0	0	99.67	99.62	20	NA	GUT_GENOME000706	MGYG-HGUT-00146	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea formicigenerans	ERS2046464	ERP105624	United Kingdom	Europe
GUT_GENOME000711	21673_4_91	HBC	Isolate	4371657	26	778718	45.93	99.59	0.02	94.96	98.96	83.25	20	NA	GUT_GENOME000711	MGYG-HGUT-00147	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus paralicheniformis	ERS2046468	ERP105624	United Kingdom	Europe
GUT_GENOME000718	8080_1_69	HBC	Isolate	2857050	75	111889	40.22	99.37	0	0	99.67	98.53	20	NA	GUT_GENOME000718	MGYG-HGUT-00148	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Tyzzerella;s__Tyzzerella nexilis	ERS138167	ERP105624	United Kingdom	Europe
GUT_GENOME000724	8080_1_77	HBC	Isolate	3784495	163	57976	27.91	99.19	1.69	94.96	99.67	99.83	17	NA	GUT_GENOME000724	MGYG-HGUT-00149	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium saudiense	ERS138175	ERP105624	United Kingdom	Europe
GUT_GENOME000725	8080_1_78	HBC	Isolate	7473990	170	161291	47.98	99.37	0.32	82.35	93.93	88.44	20	NA	GUT_GENOME000725	MGYG-HGUT-00150	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hungatella;s__Hungatella hathewayi	ERS138176	ERP105624	United Kingdom	Europe
GUT_GENOME000727	8080_1_81	HBC	Isolate	3487307	41	366485	29.7	99.19	0	94.96	99.74	99.83	20	NA	GUT_GENOME000727	MGYG-HGUT-00151	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium paraputrificum	ERS138179	ERP105624	United Kingdom	Europe
GUT_GENOME000729	8080_1_83	HBC	Isolate	6262356	89	177271	43.98	99.37	0.84	0	90.8	99.79	20	NA	GUT_GENOME000729	MGYG-HGUT-00152	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hungatella;s__	ERS138181	ERP105624	United Kingdom	Europe
